8.55,2147.1,996.9,1438.8,1002,2297.8,171.5
23.23,1485.9,1000.4,1192.7,904.5,2512,192.6
22.65,1490.6,771.2,1137.1,965.4,2506.4,91.7
24.64,1509.4,736,1375.7,1097.6,2376.2,390.1
29.39,1558.1,1131.8,1162.1,844.4,2084.9,101.8
22.61,1301.9,1092.2,1627.8,1643.9,2650.4,145.9
36.81,1414.6,1166.7,1270.4,1080.2,2669.8,62.1
32.91,1630.3,1459.6,1421.6,1829,2520.4,564.2
38.62,1135.5,1640.3,1340,1198.9,2377,394.7
30.92,1770.6,1559.6,1402.3,941.2,2361,118.2
31.99,1804.6,1935.2,1128.4,843.2,2562.7,146.2
23.41,1301.4,1547.2,1466.8,1177.2,2253.8,154.2
13.84,1780.3,1192.9,1030.3,1225.8,2511.3,30.3
20.5,1984.8,1775.5,792.8,794,2448.2,178.4
14.88,1994.3,1658.3,1356.5,1036.1,2484.8,162.5
31.75,2076.2,1633.9,886.8,818.3,2342.1,93.8
